student_id,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Total_Family_Education,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,support_sch_or_fam,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,Total_alc,health,absences,G1,G2,G3,Subject,Concat,Count,Average_Grade
539,MS,F,16,R,LE3,T,2,2,4,other,other,course,mother,1,3,0,no,yes,1,no,no,no,yes,no,yes,4,3,3,2,2,4,5,2,11,11,11,por,nonoRyesno4no230no16LE3T2otherothercourse3yesFyesMS1mother32252,1,11
540,MS,F,16,U,LE3,T,4,1,5,other,other,home,mother,2,2,0,no,yes,1,no,yes,yes,yes,yes,no,1,2,4,2,2,4,1,8,9,10,10,por,noyesUyesyes1yes120no16LE3T4otherotherhome2noFyesMS2mother42218,1,9.666666667
541,MS,F,17,U,GT3,T,3,2,5,at_home,other,home,mother,2,1,0,no,no,0,no,no,yes,yes,no,yes,4,3,3,2,2,4,1,5,9,11,11,por,nonoUnono4yes210no17GT3T3at_homeotherhome3yesFyesMS2mother32215,1,10.33333333
542,MS,F,17,R,GT3,T,2,2,4,other,other,other,mother,2,2,0,yes,no,1,yes,no,yes,yes,no,no,5,1,3,1,1,2,5,0,11,9,11,por,yesnoRnono5yes220yes17GT3T2otherotherother1noFyesMS2mother31150,1,10.33333333
543,MS,F,16,U,GT3,T,4,4,8,teacher,services,course,mother,2,3,0,no,yes,1,no,no,yes,yes,yes,yes,5,3,5,1,4,5,5,1,10,11,12,por,noyesUyesno5yes430no16GT3T4teacherservicescourse3yesFyesMS2mother51451,1,11
544,MS,M,17,R,GT3,T,4,4,8,health,other,course,father,3,1,3,no,no,0,no,yes,yes,yes,yes,yes,3,3,3,1,3,4,5,2,9,9,8,por,noyesRnoyes3yes413no17GT3T4healthothercourse3yesMyesMS3father31352,1,8.666666667
545,MS,M,17,R,LE3,T,1,3,4,other,other,course,father,2,1,0,no,no,0,no,yes,yes,yes,no,yes,5,1,2,3,3,6,5,2,12,11,12,por,nonoRnoyes5yes310no17LE3T1otherothercourse1yesMyesMS2father23352,1,11.66666667
546,MS,M,17,U,GT3,T,3,4,7,services,other,other,mother,1,2,1,no,yes,1,no,yes,no,yes,yes,yes,5,4,4,3,4,7,5,8,8,9,8,por,noyesUyesyes5no421no17GT3T3servicesotherother4yesMyesMS1mother43458,1,8.333333333
547,MS,F,17,U,GT3,T,4,4,8,health,health,course,father,1,2,0,no,yes,1,no,no,yes,yes,yes,no,5,2,5,1,1,2,5,0,13,15,16,por,noyesUyesno5yes420no17GT3T4healthhealthcourse2noFyesMS1father51150,1,14.66666667
548,MS,M,16,R,LE3,T,4,1,5,other,at_home,other,father,1,1,0,no,no,0,no,no,yes,yes,yes,no,4,1,2,2,1,3,2,0,10,11,11,por,noyesRnono4yes110no16LE3T4otherat_homeother1noMyesMS1father22120,1,10.66666667
549,MS,F,17,U,GT3,A,1,1,2,at_home,at_home,other,mother,1,2,0,no,no,0,no,yes,yes,yes,yes,yes,4,5,5,1,2,3,3,2,11,10,11,por,noyesUnoyes4yes120no17GT3A1at_homeat_homeother5yesFyesMS1mother51232,1,10.66666667
550,MS,F,17,R,GT3,T,4,2,6,other,other,course,mother,2,2,0,yes,yes,2,no,no,no,yes,yes,no,4,3,3,2,3,5,5,0,17,18,18,por,yesyesRyesno4no220no17GT3T4otherothercourse3noFyesMS2mother32350,1,17.66666667
551,MS,M,16,U,LE3,A,2,2,4,other,services,course,father,2,2,0,no,yes,1,no,no,no,yes,yes,yes,4,1,2,2,2,4,5,0,12,13,13,por,noyesUyesno4no220no16LE3A2otherservicescourse1yesMyesMS2father22250,1,12.66666667
552,MS,M,17,U,GT3,T,3,2,5,other,other,other,father,2,2,0,no,yes,1,yes,no,yes,yes,yes,no,4,1,2,2,2,4,1,0,13,14,13,por,noyesUyesno4yes220yes17GT3T3otherotherother1noMyesMS2father22210,1,13.33333333
553,MS,M,19,U,GT3,T,1,1,2,other,other,other,mother,1,2,2,no,yes,1,no,yes,yes,no,yes,no,4,4,3,3,4,7,4,2,9,9,10,por,noyesUyesyes4yes122no19GT3T1otherotherother4noMnoMS1mother33442,1,9.333333333
554,MS,M,17,U,LE3,A,1,0,1,other,other,home,mother,1,1,0,no,no,0,no,no,yes,yes,no,yes,4,1,2,1,1,2,5,4,11,11,12,por,nonoUnono4yes010no17LE3A1otherotherhome1yesMyesMS1mother21154,1,11.33333333
555,MS,F,17,R,GT3,T,1,1,2,at_home,at_home,course,father,2,1,0,no,yes,1,no,yes,yes,no,yes,yes,3,5,5,2,2,4,4,3,10,11,10,por,noyesRyesyes3yes110no17GT3T1at_homeat_homecourse5yesFnoMS2father52243,1,10.33333333
556,MS,F,16,R,GT3,T,1,2,3,other,other,home,father,1,3,0,yes,yes,2,no,no,no,yes,yes,yes,4,3,4,1,1,2,3,5,13,14,13,por,yesyesRyesno4no230no16GT3T1otherotherhome3yesFyesMS1father41135,1,13.33333333
557,MS,M,16,R,LE3,T,1,2,3,other,at_home,course,mother,1,1,0,no,no,0,no,no,yes,yes,no,no,4,4,4,2,4,6,5,4,9,10,11,por,nonoRnono4yes210no16LE3T1otherat_homecourse4noMyesMS1mother42454,1,10
558,MS,F,17,R,GT3,T,3,1,4,other,other,course,mother,2,2,3,no,yes,1,no,yes,no,yes,yes,yes,5,4,4,1,1,2,5,2,7,9,10,por,noyesRyesyes5no123no17GT3T3otherothercourse4yesFyesMS2mother41152,1,8.666666667
559,MS,M,17,R,GT3,T,2,2,4,other,other,course,mother,2,1,0,no,no,0,no,yes,yes,no,no,yes,5,5,5,3,5,8,5,0,8,13,10,por,nonoRnoyes5yes210no17GT3T2otherothercourse5yesMnoMS2mother53550,1,10.33333333
560,MS,M,18,R,GT3,T,1,0,1,at_home,at_home,course,other,3,1,1,yes,yes,2,no,no,yes,yes,no,no,4,3,2,1,1,2,4,0,12,12,13,por,yesnoRyesno4yes011no18GT3T1at_homeat_homecourse3noMyesMS3other21140,1,12.33333333
561,MS,M,17,R,GT3,T,1,1,2,other,services,course,mother,2,1,0,no,yes,1,no,yes,no,yes,yes,yes,4,5,5,1,3,4,2,0,10,9,10,por,noyesRyesyes4no110no17GT3T1otherservicescourse5yesMyesMS2mother51320,1,9.666666667
562,MS,M,18,U,LE3,T,1,1,2,at_home,at_home,course,mother,2,2,0,no,yes,1,no,yes,yes,yes,no,no,4,3,3,1,4,5,5,6,10,9,10,por,nonoUyesyes4yes120no18LE3T1at_homeat_homecourse3noMyesMS2mother31456,1,9.666666667
563,MS,F,16,R,LE3,T,2,2,4,other,services,course,father,1,2,0,no,no,0,no,yes,yes,yes,no,yes,5,4,3,1,1,2,1,0,11,13,12,por,nonoRnoyes5yes220no16LE3T2otherservicescourse4yesFyesMS1father31110,1,12
564,MS,M,17,U,GT3,T,2,2,4,other,other,course,mother,1,1,1,no,no,0,no,yes,yes,yes,no,yes,1,2,1,2,3,5,5,0,7,0,0,por,nonoUnoyes1yes211no17GT3T2otherothercourse2yesMyesMS1mother12350,1,2.333333333
565,MS,M,16,R,GT3,T,3,2,5,services,other,course,father,2,1,0,no,no,0,no,no,yes,yes,yes,no,4,5,5,2,3,5,5,2,11,9,10,por,noyesRnono4yes210no16GT3T3servicesothercourse5noMyesMS2father52352,1,10
566,MS,M,16,R,LE3,T,1,1,2,at_home,other,course,mother,2,1,0,no,no,0,no,yes,yes,yes,yes,no,4,5,5,2,4,6,5,0,10,10,9,por,noyesRnoyes4yes110no16LE3T1at_homeothercourse5noMyesMS2mother52450,1,9.666666667
567,MS,M,18,R,GT3,T,1,1,2,services,other,course,other,2,1,1,no,yes,1,no,no,yes,no,yes,yes,5,3,3,2,3,5,5,2,9,7,9,por,noyesRyesno5yes111no18GT3T1servicesothercourse3yesMnoMS2other32352,1,8.333333333
568,MS,M,18,R,GT3,T,3,2,5,services,other,course,mother,1,1,1,no,no,0,no,no,yes,no,yes,no,2,3,1,2,2,4,5,0,4,0,0,por,noyesRnono2yes211no18GT3T3servicesothercourse3noMnoMS1mother12250,1,1.333333333
569,MS,M,19,U,GT3,T,3,2,5,at_home,services,course,mother,2,1,3,no,no,0,no,yes,yes,yes,no,no,3,2,1,1,1,2,3,4,6,11,9,por,nonoUnoyes3yes213no19GT3T3at_homeservicescourse2noMyesMS2mother11134,1,8.666666667
570,MS,M,18,U,GT3,T,3,3,6,at_home,at_home,course,mother,1,2,2,no,yes,1,no,yes,yes,no,yes,no,4,4,5,1,3,4,3,9,4,8,8,por,noyesUyesyes4yes322no18GT3T3at_homeat_homecourse4noMnoMS1mother51339,1,6.666666667
571,MS,M,16,R,GT3,T,2,2,4,services,services,course,mother,2,1,0,no,yes,1,no,yes,yes,yes,yes,yes,5,4,3,2,4,6,4,6,7,8,8,por,noyesRyesyes5yes210no16GT3T2servicesservicescourse4yesMyesMS2mother32446,1,7.666666667
572,MS,M,19,U,GT3,T,2,1,3,at_home,other,course,other,2,1,3,no,no,0,no,yes,no,no,yes,yes,4,4,3,1,3,4,5,4,8,9,9,por,noyesUnoyes4no113no19GT3T2at_homeothercourse4yesMnoMS2other31354,1,8.666666667
573,MS,F,16,U,GT3,A,3,2,5,services,at_home,course,mother,2,2,2,no,yes,1,no,yes,yes,yes,no,yes,2,5,5,1,1,2,1,8,5,5,7,por,nonoUyesyes2yes222no16GT3A3servicesat_homecourse5yesFyesMS2mother51118,1,5.666666667
574,MS,F,17,U,GT3,T,1,1,2,other,at_home,course,mother,1,1,0,no,yes,1,no,yes,yes,yes,no,no,4,3,2,1,2,3,5,9,7,9,10,por,nonoUyesyes4yes110no17GT3T1otherat_homecourse3noFyesMS1mother21259,1,8.666666667
575,MS,M,20,R,GT3,T,1,1,2,other,other,course,other,2,1,1,no,yes,1,no,no,yes,no,yes,yes,4,4,3,2,4,6,4,12,8,11,10,por,noyesRyesno4yes111no20GT3T1otherothercourse4yesMnoMS2other324412,1,9.666666667
576,MS,F,18,R,GT3,A,4,3,7,services,services,course,mother,1,1,0,no,yes,1,no,no,yes,yes,yes,no,5,4,4,3,4,7,2,8,10,11,10,por,noyesRyesno5yes310no18GT3A4servicesservicescourse4noFyesMS1mother43428,1,10.33333333
577,MS,M,18,R,GT3,T,3,2,5,other,other,course,mother,2,1,0,no,yes,1,no,no,no,yes,yes,no,2,5,5,5,5,10,5,8,9,10,11,por,noyesRyesno2no210no18GT3T3otherothercourse5noMyesMS2mother55558,1,10
578,MS,M,19,R,GT3,T,1,1,2,other,services,home,other,3,2,1,no,no,0,no,no,yes,yes,yes,no,5,4,4,3,3,6,2,8,10,9,11,por,noyesRnono5yes121no19GT3T1otherserviceshome4noMyesMS3other43328,1,10
579,MS,M,17,U,GT3,T,3,3,6,health,other,course,mother,2,2,1,no,yes,1,no,no,yes,yes,yes,no,4,5,4,2,3,5,3,4,8,9,10,por,noyesUyesno4yes321no17GT3T3healthothercourse5noMyesMS2mother42334,1,9
580,MS,M,18,U,LE3,T,1,3,4,at_home,services,course,mother,1,1,0,no,no,0,no,no,yes,no,yes,yes,4,3,3,2,3,5,3,0,9,10,9,por,noyesUnono4yes310no18LE3T1at_homeservicescourse3yesMnoMS1mother32330,1,9.333333333
582,MS,F,18,U,GT3,A,1,2,3,at_home,other,course,mother,2,2,2,no,yes,1,no,no,yes,yes,no,no,4,3,3,1,1,2,5,2,6,8,8,por,nonoUyesno4yes222no18GT3A1at_homeothercourse3noFyesMS2mother31152,1,7.333333333
583,MS,F,19,U,LE3,A,1,1,2,at_home,other,course,mother,1,1,0,no,yes,1,no,no,yes,no,no,no,1,4,4,1,1,2,5,0,6,8,7,por,nonoUyesno1yes110no19LE3A1at_homeothercourse4noFnoMS1mother41150,1,7
584,MS,F,18,R,GT3,T,2,2,4,other,other,other,mother,2,1,1,no,no,0,no,no,yes,no,yes,yes,5,5,5,1,1,2,3,0,8,6,0,por,noyesRnono5yes211no18GT3T2otherotherother5yesFnoMS2mother51130,1,4.666666667
585,MS,F,17,R,GT3,T,0,0,0,at_home,other,course,mother,2,1,0,no,yes,1,no,no,yes,yes,yes,no,4,4,3,1,1,2,5,0,10,11,11,por,noyesRyesno4yes010no17GT3T0at_homeothercourse4noFyesMS2mother31150,1,10.66666667
586,MS,F,17,R,LE3,A,3,1,4,other,at_home,course,other,2,3,0,no,yes,1,yes,no,yes,no,no,no,4,2,3,2,2,4,3,5,8,7,8,por,nonoRyesno4yes130yes17LE3A3otherat_homecourse2noFnoMS2other32235,1,7.666666667
587,MS,F,17,U,GT3,T,4,2,6,teacher,services,home,mother,1,2,0,yes,yes,2,no,yes,yes,yes,yes,no,5,5,5,1,3,4,5,0,8,8,0,por,yesyesUyesyes5yes220no17GT3T4teacherserviceshome5noFyesMS1mother51350,1,5.333333333
588,MS,F,18,R,LE3,T,2,2,4,services,services,course,mother,1,2,1,no,yes,1,no,yes,yes,yes,yes,no,2,3,3,1,2,3,4,3,7,6,8,por,noyesRyesyes2yes221no18LE3T2servicesservicescourse3noFyesMS1mother31243,1,7
589,MS,F,17,U,GT3,T,4,1,5,health,at_home,course,mother,1,1,0,no,yes,1,no,no,yes,yes,no,yes,3,2,2,1,1,2,5,0,8,10,9,por,nonoUyesno3yes110no17GT3T4healthat_homecourse2yesFyesMS1mother21150,1,9
590,MS,F,17,U,LE3,T,1,2,3,at_home,other,course,father,1,1,0,no,no,0,no,no,yes,yes,yes,no,5,5,1,1,1,2,3,0,7,10,10,por,noyesUnono5yes210no17LE3T1at_homeothercourse5noFyesMS1father11130,1,9
591,MS,F,18,U,GT3,T,1,1,2,other,other,course,mother,3,2,2,no,no,0,no,yes,yes,yes,no,yes,3,4,4,2,2,4,5,3,7,8,7,por,nonoUnoyes3yes122no18GT3T1otherothercourse4yesFyesMS3mother42253,1,7.333333333
592,MS,F,18,U,GT3,T,2,2,4,services,at_home,reputation,father,2,2,0,no,no,0,no,yes,no,yes,yes,no,4,3,5,1,1,2,1,2,12,13,14,por,noyesUnoyes4no220no18GT3T2servicesat_homereputation3noFyesMS2father51112,1,13
593,MS,F,17,U,GT3,T,3,3,6,services,services,course,mother,2,1,0,no,yes,1,no,no,yes,yes,yes,no,4,4,3,1,1,2,4,0,11,12,13,por,noyesUyesno4yes310no17GT3T3servicesservicescourse4noFyesMS2mother31140,1,12
594,MS,F,18,U,LE3,A,1,2,3,at_home,other,reputation,mother,2,2,0,no,no,0,no,no,yes,yes,yes,no,4,4,3,1,2,3,4,0,12,13,14,por,noyesUnono4yes220no18LE3A1at_homeotherreputation4noFyesMS2mother31240,1,13
595,MS,F,18,U,GT3,T,4,4,8,teacher,teacher,reputation,mother,2,2,0,no,no,0,no,yes,no,yes,yes,no,4,3,5,1,2,3,1,0,18,18,18,por,noyesUnoyes4no420no18GT3T4teacherteacherreputation3noFyesMS2mother51210,1,18
596,MS,M,18,U,LE3,T,4,4,8,services,other,reputation,mother,1,1,0,no,yes,1,no,yes,yes,yes,yes,no,5,4,5,1,1,2,5,3,17,17,17,por,noyesUyesyes5yes410no18LE3T4servicesotherreputation4noMyesMS1mother51153,1,17
597,MS,F,17,U,GT3,T,4,2,6,other,other,course,mother,2,2,0,no,yes,1,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,0,17,18,18,por,noyesUyesno4yes220no17GT3T4otherothercourse3noFyesMS2mother31240,1,17.66666667
598,MS,F,18,R,GT3,T,2,2,4,at_home,other,course,mother,3,2,1,no,no,0,no,yes,yes,yes,no,yes,4,3,3,1,1,2,4,0,9,0,0,por,nonoRnoyes4yes221no18GT3T2at_homeothercourse3yesFyesMS3mother31140,1,3
599,MS,M,18,U,LE3,T,1,2,3,at_home,services,home,mother,2,1,0,no,yes,1,no,no,no,yes,no,no,4,1,4,5,5,10,1,8,10,11,11,por,nonoUyesno4no210no18LE3T1at_homeserviceshome1noMyesMS2mother45518,1,10.66666667
600,MS,M,18,R,GT3,T,4,4,8,at_home,services,other,mother,3,1,0,no,yes,1,yes,yes,yes,yes,yes,yes,2,5,5,1,1,2,1,5,12,13,14,por,noyesRyesyes2yes410yes18GT3T4at_homeservicesother5yesMyesMS3mother51115,1,13
601,MS,M,17,R,GT3,T,1,1,2,other,services,other,father,3,1,0,no,no,0,no,no,no,no,no,no,4,2,3,3,4,7,4,4,12,13,14,por,nonoRnono4no110no17GT3T1otherservicesother2noMnoMS3father33444,1,13
602,MS,F,18,U,GT3,T,2,2,4,other,other,course,mother,2,2,0,no,yes,1,no,no,no,yes,yes,yes,1,3,1,1,1,2,2,4,8,8,10,por,noyesUyesno1no220no18GT3T2otherothercourse3yesFyesMS2mother11124,1,8.666666667
603,MS,F,18,U,LE3,T,2,2,4,services,services,course,father,2,3,0,no,no,0,no,no,yes,yes,yes,yes,5,4,5,1,4,5,3,0,11,12,13,por,noyesUnono5yes230no18LE3T2servicesservicescourse4yesFyesMS2father51430,1,12
604,MS,F,18,R,LE3,A,4,2,6,teacher,other,reputation,mother,1,2,0,no,no,0,no,yes,yes,yes,yes,yes,5,3,1,1,1,2,5,0,5,0,0,por,noyesRnoyes5yes220no18LE3A4teacherotherreputation3yesFyesMS1mother11150,1,1.666666667
605,MS,F,18,U,GT3,T,1,1,2,at_home,services,course,mother,3,2,1,no,no,0,no,no,yes,no,no,no,4,4,2,1,2,3,2,2,9,10,10,por,nonoUnono4yes121no18GT3T1at_homeservicescourse4noFnoMS3mother21222,1,9.666666667
606,MS,F,19,U,GT3,T,1,1,2,at_home,services,other,father,2,1,1,no,no,0,no,no,yes,no,no,no,5,5,5,2,3,5,2,0,5,0,0,por,nonoUnono5yes111no19GT3T1at_homeservicesother5noFnoMS2father52320,1,1.666666667
607,MS,F,17,U,GT3,T,4,2,6,teacher,other,course,father,2,4,0,no,no,0,no,no,yes,yes,yes,yes,4,2,3,3,1,4,5,0,18,18,18,por,noyesUnono4yes240no17GT3T4teacherothercourse2yesFyesMS2father33150,1,18
608,MS,F,17,R,LE3,A,2,1,3,services,other,reputation,mother,2,2,0,no,no,0,no,yes,yes,yes,yes,yes,5,3,3,1,2,3,2,5,11,11,12,por,noyesRnoyes5yes120no17LE3A2servicesotherreputation3yesFyesMS2mother31225,1,11.33333333
609,MS,F,18,U,LE3,A,1,1,2,at_home,services,course,mother,1,2,0,no,no,0,no,no,yes,yes,no,yes,5,2,3,1,2,3,3,2,8,10,11,por,nonoUnono5yes120no18LE3A1at_homeservicescourse2yesFyesMS1mother31232,1,9.666666667
610,MS,F,18,U,GT3,T,1,2,3,at_home,at_home,course,father,2,2,0,no,yes,1,no,no,yes,no,no,no,4,1,1,1,1,2,4,0,11,11,12,por,nonoUyesno4yes220no18GT3T1at_homeat_homecourse1noFnoMS2father11140,1,11.33333333
611,MS,F,19,R,GT3,A,1,1,2,at_home,at_home,course,other,2,2,3,no,yes,1,no,yes,yes,no,no,yes,3,5,4,1,4,5,1,0,8,0,0,por,nonoRyesyes3yes123no19GT3A1at_homeat_homecourse5yesFnoMS2other41410,1,2.666666667
612,MS,F,18,R,GT3,T,2,2,4,services,other,home,mother,2,3,0,no,no,0,no,no,yes,yes,yes,yes,4,2,1,1,1,2,4,5,14,14,15,por,noyesRnono4yes230no18GT3T2servicesotherhome2yesFyesMS2mother11145,1,14.33333333
613,MS,M,17,R,GT3,T,4,3,7,services,other,home,mother,2,2,1,no,yes,1,yes,yes,no,yes,yes,yes,4,5,5,1,3,4,2,4,10,11,11,por,noyesRyesyes4no321yes17GT3T4servicesotherhome5yesMyesMS2mother51324,1,10.66666667
615,MS,F,17,R,GT3,T,4,4,8,teacher,services,other,father,2,2,0,no,yes,1,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,5,2,12,12,12,por,noyesRyesyes4yes420yes17GT3T4teacherservicesother3noFyesMS2father31252,1,12
616,MS,F,17,U,LE3,A,3,2,5,services,other,reputation,mother,2,2,0,no,no,0,no,no,yes,yes,no,yes,1,2,3,1,2,3,5,0,15,14,15,por,nonoUnono1yes220no17LE3A3servicesotherreputation2yesFyesMS2mother31250,1,14.66666667
617,MS,M,18,U,LE3,T,1,1,2,other,services,home,father,2,1,0,no,no,0,no,no,no,yes,yes,yes,3,3,2,1,2,3,3,2,14,13,14,por,noyesUnono3no110no18LE3T1otherserviceshome3yesMyesMS2father21232,1,13.66666667
619,MS,F,18,R,LE3,A,1,2,3,at_home,other,course,mother,3,2,0,no,no,0,no,no,yes,yes,no,yes,4,3,4,1,4,5,5,0,16,15,15,por,nonoRnono4yes220no18LE3A1at_homeothercourse3yesFyesMS3mother41450,1,15.33333333
620,MS,F,18,U,GT3,T,3,3,6,services,services,other,mother,2,2,0,no,yes,1,no,no,yes,yes,yes,yes,4,3,2,1,3,4,3,6,13,12,13,por,noyesUyesno4yes320no18GT3T3servicesservicesother3yesFyesMS2mother21336,1,12.66666667
621,MS,F,17,U,LE3,T,4,4,8,at_home,at_home,course,mother,1,2,0,no,yes,1,no,yes,yes,yes,yes,yes,2,3,4,1,1,2,1,4,15,14,15,por,noyesUyesyes2yes420no17LE3T4at_homeat_homecourse3yesFyesMS1mother41114,1,14.66666667
622,MS,F,17,R,GT3,T,1,2,3,other,services,course,father,2,2,0,no,no,0,no,no,no,yes,no,no,3,2,2,1,2,3,3,0,13,13,13,por,nonoRnono3no220no17GT3T1otherservicescourse2noFyesMS2father21230,2,13
622,MS,F,17,R,GT3,T,1,2,3,other,services,course,father,2,2,0,no,no,0,no,no,no,yes,no,no,3,2,2,1,2,3,3,0,12,11,12,mat,nonoRnono3no220no17GT3T1otherservicescourse2noFyesMS2father21230,2,11.66666667
623,MS,M,18,R,GT3,T,1,3,4,at_home,other,course,mother,2,2,0,no,yes,1,yes,no,yes,yes,no,no,3,3,4,2,4,6,3,0,8,10,9,por,nonoRyesno3yes320yes18GT3T1at_homeothercourse3noMyesMS2mother42430,1,9
624,MS,M,18,U,LE3,T,4,4,8,teacher,services,other,mother,2,3,0,no,no,0,no,no,yes,yes,yes,yes,4,2,2,2,2,4,5,0,15,16,16,por,noyesUnono4yes430no18LE3T4teacherservicesother2yesMyesMS2mother22250,1,15.66666667
625,MS,F,17,R,GT3,T,1,1,2,other,services,reputation,mother,3,1,1,no,yes,1,no,no,yes,yes,yes,yes,5,2,1,1,2,3,1,0,8,8,9,por,noyesRyesno5yes111no17GT3T1otherservicesreputation2yesFyesMS3mother11210,1,8.333333333
626,MS,F,18,U,GT3,T,2,3,5,at_home,services,course,father,2,1,0,no,yes,1,no,no,yes,yes,yes,yes,5,2,3,1,2,3,4,0,10,10,10,por,noyesUyesno5yes310no18GT3T2at_homeservicescourse2yesFyesMS2father31240,1,10
627,MS,F,18,R,GT3,T,4,4,8,other,teacher,other,father,3,2,0,no,yes,1,no,no,no,yes,yes,yes,3,2,2,4,2,6,5,0,7,5,0,por,noyesRyesno3no420no18GT3T4otherteacherother2yesFyesMS3father24250,1,4
628,MS,M,18,R,LE3,T,1,2,3,at_home,services,other,father,3,1,0,no,yes,1,no,yes,yes,no,yes,yes,4,3,3,2,3,5,3,3,9,10,10,por,noyesRyesyes4yes210no18LE3T1at_homeservicesother3yesMnoMS3father32333,1,9.666666667
629,MS,F,17,U,GT3,T,2,2,4,other,at_home,home,mother,1,3,0,no,no,0,no,yes,yes,yes,no,yes,3,4,3,1,1,2,3,8,10,11,12,por,nonoUnoyes3yes230no17GT3T2otherat_homehome4yesFyesMS1mother31138,2,11
629,MS,F,17,U,GT3,T,2,2,4,other,at_home,home,mother,1,3,0,no,no,0,no,yes,yes,yes,no,yes,3,4,3,1,1,2,3,8,13,11,11,mat,nonoUnoyes3yes230no17GT3T2otherat_homehome4yesFyesMS1mother31138,2,11.66666667
630,MS,F,17,R,GT3,T,1,2,3,other,other,course,mother,1,1,0,no,no,0,no,yes,yes,yes,yes,no,3,5,5,1,3,4,1,4,7,8,9,por,noyesRnoyes3yes210no17GT3T1otherothercourse5noFyesMS1mother51314,1,8
632,MS,F,18,R,GT3,T,1,1,2,other,other,home,mother,4,3,0,no,no,0,no,no,yes,yes,yes,no,4,3,2,1,2,3,4,4,10,11,12,por,noyesRnono4yes130no18GT3T1otherotherhome3noFyesMS4mother21244,1,11
633,MS,F,19,R,GT3,T,1,1,2,at_home,other,course,other,2,2,1,no,yes,1,no,no,yes,yes,yes,yes,4,3,3,1,1,2,3,4,7,8,9,por,noyesRyesno4yes121no19GT3T1at_homeothercourse3yesFyesMS2other31134,1,8
634,MS,F,18,R,LE3,T,4,4,8,teacher,services,course,mother,1,2,0,no,no,0,no,yes,yes,yes,yes,no,5,4,3,3,4,7,2,1,13,14,14,por,noyesRnoyes5yes420no18LE3T4teacherservicescourse4noFyesMS1mother33421,1,13.66666667
635,MS,F,18,U,GT3,T,3,3,6,other,other,home,mother,1,2,0,no,no,0,no,no,yes,yes,yes,yes,4,1,3,1,2,3,1,1,16,16,16,por,noyesUnono4yes320no18GT3T3otherotherhome1yesFyesMS1mother31211,1,16
636,MS,F,17,R,GT3,T,3,1,4,at_home,other,reputation,mother,1,2,0,no,yes,1,no,yes,no,yes,yes,no,4,5,4,2,3,5,1,10,8,9,9,por,noyesRyesyes4no120no17GT3T3at_homeotherreputation5noFyesMS1mother423110,1,8.666666667
637,MS,M,18,U,GT3,T,4,4,8,teacher,teacher,home,father,1,2,0,no,no,0,no,yes,no,yes,yes,no,3,2,4,1,4,5,2,4,17,18,19,por,noyesUnoyes3no420no18GT3T4teacherteacherhome2noMyesMS1father41424,1,18
638,MS,M,18,R,GT3,T,2,1,3,other,other,other,mother,2,1,0,no,no,0,no,yes,no,yes,yes,yes,4,4,3,1,3,4,5,0,7,7,0,por,noyesRnoyes4no110no18GT3T2otherotherother4yesMyesMS2mother31350,1,4.666666667
639,MS,M,17,U,GT3,T,2,3,5,other,services,home,father,2,2,0,no,no,0,no,yes,yes,yes,yes,no,4,4,3,1,1,2,3,4,14,15,16,por,noyesUnoyes4yes320no17GT3T2otherserviceshome4noMyesMS2father31134,1,15
640,MS,M,19,R,GT3,T,1,1,2,other,services,other,mother,2,1,1,no,no,0,no,no,yes,yes,no,no,4,3,2,1,3,4,5,0,5,8,0,por,nonoRnono4yes111no19GT3T1otherservicesother3noMyesMS2mother21350,2,4.333333333
640,MS,M,19,R,GT3,T,1,1,2,other,services,other,mother,2,1,1,no,no,0,no,no,yes,yes,no,no,4,3,2,1,3,4,5,0,6,5,0,mat,nonoRnono4yes111no19GT3T1otherservicesother3noMyesMS2mother21350,2,3.666666667
641,MS,M,18,R,GT3,T,4,2,6,other,other,home,father,2,1,1,no,no,0,yes,no,yes,yes,no,no,5,4,3,4,3,7,3,0,7,7,0,por,nonoRnono5yes211yes18GT3T4otherotherhome4noMyesMS2father34330,1,4.666666667
642,MS,F,18,R,GT3,T,2,2,4,at_home,other,other,mother,2,3,0,no,no,0,no,no,yes,yes,no,no,5,3,3,1,3,4,4,0,14,17,15,por,nonoRnono5yes230no18GT3T2at_homeotherother3noFyesMS2mother31340,1,15.33333333
643,MS,F,17,U,GT3,T,4,3,7,teacher,other,other,mother,2,2,0,no,no,0,no,no,yes,yes,yes,no,5,5,4,1,1,2,1,0,6,9,11,por,noyesUnono5yes320no17GT3T4teacherotherother5noFyesMS2mother41110,1,8.666666667
644,MS,F,18,R,GT3,T,4,4,8,teacher,at_home,reputation,mother,3,1,0,no,yes,1,no,yes,yes,yes,yes,yes,4,4,3,2,2,4,5,4,7,9,10,por,noyesRyesyes4yes410no18GT3T4teacherat_homereputation4yesFyesMS3mother32254,1,8.666666667
645,MS,F,19,R,GT3,T,2,3,5,services,other,course,mother,1,3,1,no,no,0,no,yes,no,yes,yes,no,5,4,2,1,2,3,5,4,10,11,10,por,noyesRnoyes5no331no19GT3T2servicesothercourse4noFyesMS1mother21254,1,10.33333333
